repo,pr_id,title,state,created_at,closed_at,merged_at
Nano-Collective/nanocoder,491,fix: support custom CA bundles for provider TLS,closed,2026-05-01,2026-05-02,2026-05-02
Nano-Collective/nanocoder,490,Fix/automatic compact,closed,2026-04-30,2026-05-02,2026-05-02
Nano-Collective/nanocoder,486,Feature/rename session,closed,2026-04-28,2026-05-01,2026-05-01
Nano-Collective/nanocoder,481,Added defaultMode support for interactive sessions,closed,2026-04-27,2026-04-28,2026-04-28
Nano-Collective/nanocoder,482,Avoid env var pickup as a fallback on tracker test,closed,2026-04-27,2026-04-28,2026-04-28
Nano-Collective/nanocoder,484,fix: throw last streaming error if finishReason is error,closed,2026-04-28,2026-04-28,2026-04-28
Nano-Collective/nanocoder,472,chore(deps-dev): bump @ava/typescript from 6.0.0 to 7.0.0,closed,2026-04-24,2026-04-26,2026-04-26
Nano-Collective/nanocoder,473,chore(deps-dev): bump @biomejs/biome from 2.4.11 to 2.4.13,closed,2026-04-24,2026-04-26,2026-04-26
Nano-Collective/nanocoder,474,chore(deps): bump @ai-sdk/openai from 3.0.41 to 3.0.53,closed,2026-04-24,2026-04-26,2026-04-26
Nano-Collective/nanocoder,475,chore(deps): bump @ai-sdk/google from 3.0.53 to 3.0.64,closed,2026-04-24,2026-04-26,2026-04-26
Nano-Collective/nanocoder,476,chore(deps-dev): bump eslint from 10.2.0 to 10.2.1,closed,2026-04-24,2026-04-26,2026-04-26
Nano-Collective/nanocoder,480,Added token count reset after compression,closed,2026-04-26,2026-04-26,2026-04-26
Nano-Collective/nanocoder,470,fix: type MCPTool inputSchema as JSONSchema7 instead of any,closed,2026-04-23,2026-04-26,2026-04-26
Nano-Collective/nanocoder,466,fix: don't pass stale lastProvider to createLLMClient after config wizard,closed,2026-04-21,2026-04-26,
vellum-ai/vellum-assistant,30198,feat(inference): route dispatch through provider_connection,closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30190,feat(cli): migrate `sequence` to thin IPC wrapper (8 operation IDs),closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30193,feat(cli): migrate contacts command to thin IPC wrapper (#section-c-pr2),closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30195,feat(cli): migrate conversations command to thin IPC wrapper (#section-c-pr3),closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30201,refactor(host-browser): retire HOST_BROWSER_INTERFACE_PREFERENCE,closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30200,feat(host-app-control): accept target_client_id LLM param,closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30192,feat(cli): migrate credentials command to thin IPC wrapper (#section-c-pr1),closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30194,feat(cli): migrate `inference` to thin IPC wrapper with --stream via cliIpcCallStream (showpiece),closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30187,"feat(cli): migrate `domain` to thin IPC wrapper (domain_register, domain_status)",closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30188,"feat(cli): migrate `routes` to thin IPC wrapper (public_routes_list, public_routes_inspect)",closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30186,feat(cli): migrate `auth` to thin IPC wrapper (auth_status),closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30199,feat: app bundle import for web client (LUM-1433),open,2026-05-10,,
vellum-ai/vellum-assistant,30197,fix(memory): allow memory v2 validate without memory.v2.enabled,closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30189,feat(cli): migrate `usage` to thin IPC wrapper (reuses existing routes),closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30185,feat(cli): migrate `audit` to thin IPC wrapper (audit_recent_invocations),closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30196,feat(daemon): add import-bundle endpoint accepting binary .vellum upload (LUM-1433),closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30162,feat(inference): provider connections — auth-first refactor,closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30191,fix(skills): regenerate catalog for memory-v2-migration,closed,2026-05-10,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30152,feat(skills): contribute vellum-memory-v2-migration,closed,2026-05-09,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30160,fix(gateway): tighten DISABLE_HTTP_AUTH bypass — require IS_PLATFORM + X-Vellum-User-Id (ATL-398),closed,2026-05-09,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30159,"feat(cli): Section B foundation — registerCommand tags, ESLint rule, COMMAND_INVENTORY",closed,2026-05-09,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30184,"refactor(macos): migrate local BYOK files to daemon, wipe on retire",open,2026-05-10,,
vellum-ai/vellum-assistant,30143,feat(gateway): add outbound voice verification sync poller,closed,2026-05-09,2026-05-10,2026-05-10
vellum-ai/vellum-assistant,30165,feat(prompts): introduce workspace-editable system prompt sections,open,2026-05-10,,
vellum-ai/vellum-assistant,24311,fix: flatten sidebar sections for LazyVStack virtualization and fix undismissable context menus,open,2026-04-08,,
vellum-ai/vellum-assistant,24322,[LUM-514] Improve performance of long tool results,open,2026-04-08,,
vellum-ai/vellum-assistant,24440,Remove compact/cards mode and card wrapper from memories,open,2026-04-08,,
vellum-ai/vellum-assistant,24572,[LUM-822] Fix chat view cut-off when clicking Edit App at non-full-width window,open,2026-04-09,,
vellum-ai/vellum-assistant,24579,fix(macOS): prevent chat view clipping in non-full-width dock,open,2026-04-09,,
vellum-ai/vellum-assistant,24618,SwiftUI Performance Guard Tests & AGENTS.md Rules,open,2026-04-10,,
HKUDS/nanobot,3707,feat: add NVIDIA NIM provider support,closed,2026-05-09,2026-05-10,2026-05-10
HKUDS/nanobot,3711,fix(agent): move archived summary into system prompt for KV cache stability,closed,2026-05-09,2026-05-10,2026-05-10
HKUDS/nanobot,3728,feat(agent): add LoopDetectHook and ReflectRetryHook for agent self-correction,open,2026-05-10,,
HKUDS/nanobot,3723,Local whisper transcription,open,2026-05-10,,
HKUDS/nanobot,3663, fix(transcription): tolerate chat-style apiBase for Groq/OpenAI Whisper,open,2026-05-06,,
HKUDS/nanobot,3722,feat: added instant_memory bypass tool,closed,2026-05-09,2026-05-09,
HKUDS/nanobot,3564,feat(hooks): HookCenter typed-event hook system with plugin support,open,2026-04-30,,
HKUDS/nanobot,3558,feat(self): add allowlist in blocklist for channels_config.feishu.reactEmoji and dynamic update feishu.reactEmoji by using my-tool,open,2026-04-30,,
HKUDS/nanobot,3705,fix(cli): handle retry-wait messages in interactive mode,closed,2026-05-09,2026-05-09,2026-05-09
HKUDS/nanobot,1333,feat: add Claude Code subscription provider (OAuth),closed,2026-02-28,2026-05-09,
HKUDS/nanobot,3719,fix(utils): remove unreachable dead code in find_legal_message_start,closed,2026-05-09,2026-05-09,2026-05-09
HKUDS/nanobot,3720,fix(cron): stream cron reminders with stream_id and turn_end,open,2026-05-09,,
HKUDS/nanobot,3715,refactor(loop): convert _process_message to functional state machine,closed,2026-05-09,2026-05-09,2026-05-09
HKUDS/nanobot,3714,feat(config): add ModelPresetConfig and runtime preset switching,open,2026-05-09,,
HKUDS/nanobot,3713,Discard,closed,2026-05-09,2026-05-09,
HKUDS/nanobot,3708,refactor: introduce AgentLoop.from_config() to centralize loop assembly,closed,2026-05-09,2026-05-09,2026-05-09
HKUDS/nanobot,3712,fix: handle corrupted session files where last_consolidated exceeds message count,open,2026-05-09,,
HKUDS/nanobot,3710,"Revert ""fix(agent): persist _last_summary across restarts with used sentinel""",closed,2026-05-09,2026-05-09,2026-05-09
HKUDS/nanobot,3685,fix(agent): persist _last_summary across restarts with used sentinel,closed,2026-05-07,2026-05-09,2026-05-09
HKUDS/nanobot,3709,feat(webui): add BYOK web search settings,closed,2026-05-09,2026-05-09,2026-05-09
HKUDS/nanobot,3680,fix: handle corrupted session files where last_consolidated exceeds message count,closed,2026-05-07,2026-05-09,
HKUDS/nanobot,3671,Fix/runtime context ephemeral upstream nightly,closed,2026-05-06,2026-05-09,
HKUDS/nanobot,3534,docs: add CLAUDE.md and .agent/ guides for AI contributors,closed,2026-04-29,2026-05-09,2026-05-09
HKUDS/nanobot,3673,fix(websocket): pass media through in _dispatch_envelope,closed,2026-05-07,2026-05-09,
HKUDS/nanobot,3706,feat(crm-mcp): add mock stdio report assistant server,closed,2026-05-09,2026-05-09,
HKUDS/nanobot,3030,feat(channels): Web App and Mobile APIs,closed,2026-04-11,2026-05-09,
HKUDS/nanobot,1707,"feat: add zero-npm Web UI channel (FastAPI + WebSocket, ~45MB RAM)",closed,2026-03-08,2026-05-09,
HKUDS/nanobot,2050,Add browser Web UI and usage docs,closed,2026-03-15,2026-05-09,
HKUDS/nanobot,1650,Fix #510: Gateway Web UI,closed,2026-03-07,2026-05-09,
HKUDS/nanobot,2972,feat(web/ui): Add Web UI - Browser-based UI for management and chat interface,closed,2026-04-09,2026-05-09,
av/harbor,236,fix(profile): validate remotely downloaded profiles to prevent command injection (CWE-78),closed,2026-05-09,2026-05-09,2026-05-09
av/harbor,222,fix: mitigate CWE-78 command injection in harbor.sh,closed,2026-03-24,2026-04-24,
av/harbor,192,fix: improve sed portability across GNU and BSD implementations,closed,2025-08-09,2026-04-10,
av/harbor,195,fix: enable network access for Docker routines to resolve JSR imports,closed,2025-08-11,2026-04-10,
av/harbor,193,fix: improve grep portability in extract_tunnel_url function,closed,2025-08-11,2026-04-10,
av/harbor,204,feat: Stock Docker Compose Integration via harbor.yaml,closed,2026-01-02,2026-04-10,
av/harbor,196,fix: enable Docker network access for package registries on Linux,closed,2025-08-11,2026-04-10,
av/harbor,228,Remove deprecated VLLM_ATTENTION_BACKEND env var and docs,closed,2026-04-07,2026-04-09,2026-04-09
av/harbor,227,feat: add solo-cli and ros-mcp-server services,closed,2026-04-07,2026-04-09,2026-04-09
av/harbor,221,feat: add MiniMax as first-class cloud LLM provider (M2.7 default),closed,2026-03-17,2026-04-09,2026-04-09
av/harbor,209,Update 2.1.1-Frontend&colon-Open-WebUI.md,closed,2026-01-21,2026-03-08,
av/harbor,210,Fix typo in docs/2.3.45-Satellite-Local-Deep-Research.md,closed,2026-02-02,2026-02-03,2026-02-03
av/harbor,208,Update PostgreSQL data volume path in litellm compose file,closed,2026-01-15,2026-01-16,2026-01-16
av/harbor,206,Add static landing page service with documentation hosting,closed,2026-01-07,2026-01-07,2026-01-07
av/harbor,184,Add MseeP.ai badge,closed,2025-07-07,2025-07-23,
av/harbor,177,native service execution (container-free) - working,open,2025-06-17,,
av/harbor,179,Update compose.x.ollama.rocm.yml,open,2025-06-21,,
av/harbor,185,bump golang >= 1.24.0,closed,2025-07-07,2025-07-07,2025-07-07
av/harbor,175,fix: update litellm service port to a static value,closed,2025-06-01,2025-07-05,
av/harbor,166,docs: add guide to change Harbor & components' versions; addresses #164,open,2025-05-21,,
av/harbor,165,Fix: Working out-of-box config for traefik,closed,2025-05-19,2025-05-19,2025-05-19
av/harbor,144,feat: inline documentation in app,closed,2025-03-13,2025-03-24,
av/harbor,143,feat: AMD detection and support for ollama,closed,2025-03-10,2025-03-10,2025-03-10
av/harbor,137,fix: fix qrgen image failing to build,closed,2025-02-28,2025-03-01,
av/harbor,134,Fix plandex service definitions,closed,2025-02-23,2025-02-23,2025-02-23
av/harbor,131,Update start_aider.sh - fix location of aider config files,closed,2025-02-16,2025-02-22,2025-02-22
av/harbor,124,chore: fix typos,closed,2025-02-08,2025-02-08,2025-02-08
av/harbor,121,My Very First Pull Request (Sorry in advance if it's bad!),closed,2025-02-04,2025-02-05,
av/harbor,119,Fix CDI detection and option composition,closed,2025-02-02,2025-02-03,2025-02-03
av/harbor,112,Fix harbor.sh parsing of docker desktop version,closed,2025-01-28,2025-02-01,2025-02-01
osaurus-ai/osaurus,1057,feat(runtime): bump vmlx-swift-lm to a5a0e37 + compiled decode,open,2026-05-10,,
osaurus-ai/osaurus,1060,fixed bugs with plugin lifecycle and tightened security loop,closed,2026-05-10,2026-05-10,2026-05-10
osaurus-ai/osaurus,1059,Add remote provider model discovery fallbacks,open,2026-05-10,,
osaurus-ai/osaurus,929,feat(documents): XLSX read via CoreXLSX into a typed Workbook,open,2026-04-23,,
osaurus-ai/osaurus,936,feat(documents): XLSX write via libxlsxwriter closes the round trip,open,2026-04-24,,
osaurus-ai/osaurus,937,feat(documents): agent tools read_workbook / read_workbook_cell / write_workbook,open,2026-04-24,,
osaurus-ai/osaurus,939,feat(documents): CSV / TSV streaming adapter with typed CSVTable,open,2026-04-24,,
osaurus-ai/osaurus,940,feat(documents): layout-aware PDF table extraction,open,2026-04-24,,
osaurus-ai/osaurus,941,feat(documents): plugin format surface plus PPTX/POTX adapter,open,2026-04-24,,
osaurus-ai/osaurus,942,feat(chat): Attachment.Kind.structuredDocument surfaces typed documents,open,2026-04-24,,
osaurus-ai/osaurus,955,[codex] Add LLM capability snapshot dispatch,open,2026-04-26,,
osaurus-ai/osaurus,974,[codex] Add on-demand high-fidelity skills,open,2026-04-29,,
osaurus-ai/osaurus,976,[codex] Return tool timeouts without draining blocked bodies,open,2026-04-29,,
osaurus-ai/osaurus,979,[codex] Use lightweight context for Foundation,open,2026-04-30,,
osaurus-ai/osaurus,983,[codex] Add high-fidelity PDF file attachment plumbing,open,2026-04-30,,
osaurus-ai/osaurus,985,[codex] Fix open bug regressions and core build readiness,open,2026-04-30,,
osaurus-ai/osaurus,986,[codex] Document development plan and contributor workflow,open,2026-04-30,,
osaurus-ai/osaurus,987,[codex] Add OpenAI compatibility guardrail report,open,2026-04-30,,
osaurus-ai/osaurus,988,[codex] Add agent loop eval smoke suite,open,2026-04-30,,
osaurus-ai/osaurus,992,[codex] Preserve system prompts for Gemma templates,open,2026-05-01,,
osaurus-ai/osaurus,1058,Clarify remote MCP provider transport support,open,2026-05-10,,
osaurus-ai/osaurus,1024,[codex] Document high-fidelity business file workflows,open,2026-05-04,,
osaurus-ai/osaurus,1048,chore: stabilize local CI parity,open,2026-05-07,,
osaurus-ai/osaurus,1056,added memory diagnostics and hardened pipeline,closed,2026-05-09,2026-05-09,2026-05-09
osaurus-ai/osaurus,1055,fix: the openai_compat_report in openai_compat_report.sh,closed,2026-05-09,2026-05-09,2026-05-09
osaurus-ai/osaurus,1054,updated plugins architecture,closed,2026-05-09,2026-05-09,2026-05-09
osaurus-ai/osaurus,1051,custom avatar support for agents,closed,2026-05-08,2026-05-08,2026-05-08
osaurus-ai/osaurus,1052,improve accessibility in light themes,closed,2026-05-08,2026-05-08,2026-05-08
osaurus-ai/osaurus,1053,moved sandbox secrets to agent details view,closed,2026-05-08,2026-05-08,2026-05-08
osaurus-ai/osaurus,1037,Bump vmlx-swift-lm to b9da180 (Ling/ZAYA hardening + BatchEngine lifecycle),closed,2026-05-06,2026-05-07,2026-05-07
mx-space/core,2681,chore(deps): update softprops/action-gh-release action to v3,open,2026-05-05,,
mx-space/core,2679,chore(deps): update postgres docker tag to v18,open,2026-05-05,,
mx-space/core,2700,fix(deps): update dependency semver to v7.8.0,open,2026-05-10,,
mx-space/core,2701,fix(deps): update dependency @haklex/rich-headless to v0.6.1,open,2026-05-10,,
mx-space/core,2683,chore(deps): update dependency @cloudflare/workers-types to v4.20260510.1,open,2026-05-05,,
mx-space/core,2699,fix(deps): update dependency remove-markdown to v0.6.4,open,2026-05-10,,
mx-space/core,2696,chore(deps): update dependency prettier-plugin-ember-template-tag to v2.1.6,open,2026-05-10,,
mx-space/core,2695,chore(deps): update dependency lint-staged to v17.0.4,open,2026-05-10,,
mx-space/core,2702,chore(deps): update dependency @better-auth/passkey to v1.6.10,open,2026-05-10,,
mx-space/core,2692,chore(deps): update dependency @better-auth/api-key to v1.6.10,open,2026-05-09,,
mx-space/core,2694,chore(deps): update dependency better-auth to v1.6.10,closed,2026-05-10,2026-05-10,2026-05-10
mx-space/core,2698,feat(search): multilingual BM25 with translation + fallback,closed,2026-05-10,2026-05-10,2026-05-10
mx-space/core,2697,chore(deps): update pnpm to v11.0.9,closed,2026-05-10,2026-05-10,2026-05-10
mx-space/core,2693,chore(deps): update dependency @better-auth/passkey to v1.6.10,closed,2026-05-09,2026-05-09,2026-05-09
mx-space/core,2690,chore(deps): update dependency lint-staged to v17 - autoclosed,closed,2026-05-06,2026-05-09,
mx-space/core,2677,chore(deps): update dependency wrangler to v4.88.0 - autoclosed,closed,2026-05-05,2026-05-09,
mx-space/core,2684,fix(deps): update dependency @anthropic-ai/sdk to ^0.94.0 - autoclosed,closed,2026-05-05,2026-05-09,
mx-space/core,2689,feat: enrichment module — third-party URL resolver,closed,2026-05-06,2026-05-06,2026-05-06
mx-space/core,2685,refactor: code quality and lint fixes across codebase,closed,2026-05-05,2026-05-06,2026-05-06
mx-space/core,2687,fix(deps): update dependency isbot to v5.1.40,closed,2026-05-05,2026-05-06,2026-05-06
mx-space/core,2686,chore(deps): update pnpm to v11.0.6,closed,2026-05-05,2026-05-06,2026-05-06
mx-space/core,2678,chore(deps): update node.js to v24,closed,2026-05-05,2026-05-05,2026-05-05
mx-space/core,2680,chore(deps): update redis docker tag to v8,closed,2026-05-05,2026-05-05,2026-05-05
mx-space/core,2675,chore(deps): update docker/setup-buildx-action action to v4,closed,2026-05-05,2026-05-05,2026-05-05
mx-space/core,2676,chore(deps): update docker/setup-qemu-action action to v4,closed,2026-05-05,2026-05-05,2026-05-05
mx-space/core,2682,chore(deps): update testcontainers-node monorepo to v11 (major),closed,2026-05-05,2026-05-05,2026-05-05
mx-space/core,2667,chore(deps): update dependency @cloudflare/workers-types to v4.20260505.1,closed,2026-05-04,2026-05-05,2026-05-05
mx-space/core,2671,fix(deps): update dependency openai to v6.36.0,closed,2026-05-05,2026-05-05,2026-05-05
mx-space/core,2670,fix(deps): update dependency @anthropic-ai/sdk to ^0.93.0,closed,2026-05-04,2026-05-05,2026-05-05
mx-space/core,2614,chore(deps): update dependency whatwg-url to v16,closed,2026-03-02,2026-05-05,2026-05-05
thomwebb/gac,74,docs: update CHANGELOG.md [kittylog],closed,2026-05-06,2026-05-06,2026-05-06
thomwebb/gac,73,feat(staging): Textual-based interactive file selector (gac -S),closed,2026-05-06,2026-05-06,2026-05-06
thomwebb/gac,72,feat(staging): add interactive file staging TUI with --stage/-S flag,closed,2026-05-05,2026-05-05,
thomwebb/gac,71,docs: update CHANGELOG.md [kittylog],closed,2026-04-28,2026-04-28,2026-04-28
thomwebb/gac,70,"feat(mcp): add MCP server with status, commit, and group workflow support",closed,2026-03-10,2026-03-10,2026-03-10
thomwebb/gac,1,Refactor,closed,2025-04-06,2025-04-06,2025-04-06
thomwebb/gac,6,"feat(release): v0.8.0 Beta - Project Governance, Debug Tools, and Push Workflow Improvements",closed,2025-04-15,2025-04-15,2025-04-15
thomwebb/gac,3,Preprocess diff - part two,closed,2025-04-13,2025-04-13,2025-04-13
thomwebb/gac,5,refactor: Simplify template handling and remove redundant files,closed,2025-04-13,2025-04-13,2025-04-13
thomwebb/gac,9,refactor: Move CLI entry point to dedicated module,closed,2025-04-18,2025-04-18,2025-04-18
thomwebb/gac,8,feat: Introduce configuration management and logging setup,closed,2025-04-17,2025-04-17,2025-04-17
thomwebb/gac,12,Maintenance/ci ignore and roadmap - take two,closed,2025-04-18,2025-04-18,2025-04-18
thomwebb/gac,10,feat: Enhance test coverage and Windows compatibility,closed,2025-04-18,2025-04-18,2025-04-18
thomwebb/gac,14,feat: Add interactive gac init command for guided configuration,closed,2025-04-18,2025-04-18,2025-04-18
thomwebb/gac,13,feat: Introduce config CLI subcommands for user-level configuration,closed,2025-04-18,2025-04-18,2025-04-18
thomwebb/gac,15,feat: Add preview command and reorganize docs for v0.12.0,closed,2025-05-08,2025-05-08,2025-05-08
thomwebb/gac,29,Prepare for PyPI release (v0.15.0),closed,2025-09-14,2025-09-14,2025-09-14
thomwebb/gac,24,Feature/enhance prompt with diff stats and refactor,closed,2025-06-06,2025-06-06,2025-06-06
thomwebb/gac,23,feat: Integrate pre-commit hooks for enhanced validation,closed,2025-06-06,2025-06-06,2025-06-06
thomwebb/gac,22,Add whitespace blank line handling,closed,2025-06-06,2025-06-06,2025-06-06
thomwebb/gac,21,Feat: Add Pre-commit Integration and --no-verify Flag,closed,2025-06-02,2025-06-02,2025-06-02
thomwebb/gac,20,Feat: Add reroll capability and improve commit message generation,closed,2025-05-30,2025-05-30,2025-05-30
thomwebb/gac,19,Feature/token counts,closed,2025-05-30,2025-05-30,2025-05-30
thomwebb/gac,18,"Refactor: Simplify GAC, remove backup model, formatting, and preview command",closed,2025-05-27,2025-05-27,2025-05-27
thomwebb/gac,16,"Feat: Add --scope flag, enhance diff command, and improve CLI",closed,2025-05-26,2025-05-26,2025-05-26
thomwebb/gac,32,fix(ci): Improve CI version management to prevent double-bumping,closed,2025-09-14,2025-09-14,2025-09-14
thomwebb/gac,31,feat: Add Cerebras AI provider support (v0.16.0),closed,2025-09-14,2025-09-14,2025-09-14
thomwebb/gac,38,feat: add always include scope setting and enhance reroll with feedback functionality,closed,2025-09-15,2025-09-15,2025-09-15
thomwebb/gac,35,Fix: Documentation commit type detection and enhance prompt guidance (fixes #33),closed,2025-09-14,2025-09-14,2025-09-14
thomwebb/gac,39,Fix push failure reporting when using -p flag,closed,2025-09-15,2025-09-15,2025-09-15
rcarmo/piclaw,568,Add optional VRAM meter telemetry,closed,2026-05-06,2026-05-06,2026-05-06
rcarmo/piclaw,567,Prune Actions history by release cutoff,closed,2026-05-06,2026-05-06,2026-05-06
rcarmo/piclaw,566,Add macOS Windows portable and experimental shell artifacts,closed,2026-05-06,2026-05-06,2026-05-06
rcarmo/piclaw,565,Add Linux self-extracting release artifact,closed,2026-05-06,2026-05-06,2026-05-06
rcarmo/piclaw,522,Restore focused skel AGENTS guidance,closed,2026-05-01,2026-05-05,2026-05-05
rcarmo/piclaw,564,Allow microphone access for interactive widgets,closed,2026-05-05,2026-05-05,2026-05-05
rcarmo/piclaw,563,Remove web frontend ts-nocheck suppressions,closed,2026-05-05,2026-05-05,2026-05-05
rcarmo/piclaw,546,Add pi-rtk extension support with opt-out flag,open,2026-05-04,,
rcarmo/piclaw,560,fix(ssh): harden connection timeouts,closed,2026-05-05,2026-05-05,2026-05-05
rcarmo/piclaw,562,"Improve web tool streaming, output UX, and provider diagnostics",closed,2026-05-05,2026-05-05,2026-05-05
rcarmo/piclaw,561,ci: update actions to Node 24,closed,2026-05-05,2026-05-05,2026-05-05
rcarmo/piclaw,554,chore: update pi to 0.73.0,closed,2026-05-05,2026-05-05,2026-05-05
rcarmo/piclaw,553,fix: seed Dream cues for unfinished daily notes,closed,2026-05-05,2026-05-05,2026-05-05
rcarmo/piclaw,551,fix: recover wedged compaction runs,closed,2026-05-05,2026-05-05,2026-05-05
rcarmo/piclaw,532,Refactor native agent backend orchestration,closed,2026-05-03,2026-05-03,
rcarmo/piclaw,529,test(agent): smoke pi backend path,closed,2026-05-03,2026-05-03,
rcarmo/piclaw,492,Add Electrobun desktop shell target,closed,2026-04-29,2026-04-30,2026-04-30
rcarmo/piclaw,520,perf(session): add cold bootstrap benchmark,closed,2026-04-30,2026-04-30,2026-04-30
rcarmo/piclaw,519,fix(web): defer extension route freeze until session load,closed,2026-04-30,2026-04-30,2026-04-30
rcarmo/piclaw,518,fix(security): clear dependency audit findings,closed,2026-04-30,2026-04-30,2026-04-30
rcarmo/piclaw,457,[codex] Fix provider setup card spacing,open,2026-04-27,,
rcarmo/piclaw,148,feat(lsp): add editor runtime support and curated preinstalls,open,2026-04-23,,
rcarmo/piclaw,517,fix(security): constrain addon catalog and tarball fetches,closed,2026-04-30,2026-04-30,2026-04-30
rcarmo/piclaw,516,fix(security): harden remote bodies and web fetch surfaces,closed,2026-04-30,2026-04-30,2026-04-30
rcarmo/piclaw,515,fix(security): enforce workspace and addon realpath boundaries,closed,2026-04-30,2026-04-30,2026-04-30
rcarmo/piclaw,514,fix(remote): derive pair callback URL from forwarded browser origin,closed,2026-04-30,2026-04-30,2026-04-30
rcarmo/piclaw,513,fix(security): harden widget and upload boundaries,closed,2026-04-30,2026-04-30,2026-04-30
rcarmo/piclaw,511,runtime: heartbeat active tool execution for watchdog,closed,2026-04-29,2026-04-29,2026-04-29
rcarmo/piclaw,491,runtime: use pipe transport for external watchdog,closed,2026-04-29,2026-04-29,2026-04-29
rcarmo/piclaw,490,feat(observability): add turn correlation and refresh icons,closed,2026-04-29,2026-04-29,2026-04-29
Fu-Jie/openwebui-extensions,71,fix: github_copilot_sdk.py - prioritize BYOK_MODELS over API fetch when explicitly configured,closed,2026-05-10,2026-05-10,2026-05-10
Fu-Jie/openwebui-extensions,60,feat: add interactive selection dialog to batch installer,closed,2026-03-16,2026-03-16,2026-03-16
Fu-Jie/openwebui-extensions,40,feat: Integrate OpenWebUI Custom Models as Copilot Custom Agents,closed,2026-02-11,2026-02-12,
Fu-Jie/openwebui-extensions,46,feat(actions): release Smart Mind Map v1.0.0 & update i18n dev standards,closed,2026-02-21,2026-02-21,2026-02-21
Fu-Jie/openwebui-extensions,53,feat(tools): add OpenWebUI Skills Manager Tool v0.2.0,closed,2026-02-28,2026-02-28,
Fu-Jie/openwebui-extensions,51,feat(github-copilot-sdk): add workspace skills support (v0.9.0),closed,2026-02-25,2026-02-27,2026-02-27
Fu-Jie/openwebui-extensions,52,"docs: add OpenWebUI official newsletter featured recognition to Smart Mind Map, Markdown Normalizer, and Prompt Plus",closed,2026-02-26,2026-02-26,2026-02-26
Fu-Jie/openwebui-extensions,50,feat(plugins): release Copilot SDK Pipe v0.8.0 and Files Filter v0.1.3,closed,2026-02-25,2026-02-25,2026-02-25
Fu-Jie/openwebui-extensions,44,feat(filters): add copilot_sdk detection and threshold-based status display,closed,2026-02-17,2026-02-21,
Fu-Jie/openwebui-extensions,42,feat: Add full i18n support to Smart Mind Map plugin,closed,2026-02-12,2026-02-17,
Fu-Jie/openwebui-extensions,43,docs: Update repository references and align with copilot-instructions.md standards,closed,2026-02-13,2026-02-17,
Fu-Jie/openwebui-extensions,45,[WIP] Optimize asynchronous context compression for token state,closed,2026-02-17,2026-02-17,
Fu-Jie/openwebui-extensions,38,Copilot/add server side allowlist,closed,2026-02-07,2026-02-09,
Fu-Jie/openwebui-extensions,39,chore: add @abaroni as contributor,closed,2026-02-09,2026-02-09,2026-02-09
Fu-Jie/openwebui-extensions,36,fix(pipes): sync copilot sdk thinking,closed,2026-01-26,2026-01-26,2026-01-26
Fu-Jie/openwebui-extensions,32,docs: add nahoj as a contributor for ideas,closed,2026-01-17,2026-01-17,2026-01-17
Fu-Jie/openwebui-extensions,27,"fix: markdown normalizer - prevent escape mutations in code blocks, add fullwidth quotes",closed,2026-01-13,2026-01-13,
Fu-Jie/openwebui-extensions,25,"docs: add i-iooi-i as a contributor for bug, and ideas",closed,2026-01-11,2026-01-11,2026-01-11
Fu-Jie/openwebui-extensions,24,"docs: add dhaern as a contributor for bug, and ideas",closed,2026-01-11,2026-01-11,2026-01-11
Fu-Jie/openwebui-extensions,23,"docs: add rbb-dev as a contributor for ideas, and code",closed,2026-01-11,2026-01-11,2026-01-11
Fu-Jie/openwebui-extensions,22,docs: add rbb-dev as a contributor for ideas,closed,2026-01-11,2026-01-11,2026-01-11
Fu-Jie/openwebui-extensions,17,Refactor documentation structure,closed,2026-01-09,2026-01-09,
Fu-Jie/openwebui-extensions,18,Fix Documentation Rendering and Navigation Issues,closed,2026-01-09,2026-01-10,
