repo_a,repo_b,similarity
ollama/ollama,jsxgraph/jsxgraph,0.045398
ollama/ollama,t8y2/dbx,0.199853
ollama/ollama,yjl9903/AnimeGarden,0.231364
ollama/ollama,ppy/osu-web,0.282705
ollama/ollama,OSGeo/grass,0.211469
ollama/ollama,rzru/nightingale,0.147099
ollama/ollama,apache/ofbiz-framework,0.002994
ollama/ollama,EhTagTranslation/Database,0.25151
ollama/ollama,howie6879/weekly,0.17687
ollama/ollama,xiaoiver/infinite-canvas-tutorial,0.231584
ollama/ollama,SemiAnalysisAI/InferenceX,0.315792
ollama/ollama,yegor256/takes,0.202652
ollama/ollama,ArcadeData/arcadedb,0.281202
ollama/ollama,ENTERPILOT/GoModel,0.460343
ollama/ollama,bjw-s-labs/home-ops,0.204486
ollama/ollama,bgauryy/octocode-mcp,0.274671
ollama/ollama,superiorlu/AITreasureBox,0.292012
ollama/ollama,openyak/openyak,0.462494
ollama/ollama,rcarmo/piclaw,0.284428
ollama/ollama,adriannovegil/awesome-observability,0.068384
ollama/ollama,flamego/flamego,0.270064
ollama/ollama,kviklet/kviklet,0.092797
ollama/ollama,suyoumo/ClawProBench,0.323277
ollama/ollama,GeminiLight/MindOS,0.178293
ollama/ollama,kurtosis-tech/kurtosis,0.16087
ollama/ollama,mx-space/core,0.267399
ollama/ollama,henrydaum/second-brain,0.118961
ollama/ollama,flaviuse/mern-authentication,0.135929
ollama/ollama,D-Sketon/hexo-theme-reimu,0.242897
ollama/ollama,FrancescoXX/rustcrab,0.160181
ollama/ollama,violit-dev/violit,0.260087
ollama/ollama,cyhhao/vibe-remote,0.206097
ollama/ollama,aree6/LiftShift,0.202274
ollama/ollama,ILoveBingLu/CipherTalk,0.20972
ollama/ollama,buroa/k8s-gitops,0.299095
ollama/ollama,vellum-ai/vellum-assistant,0.231579
ollama/ollama,alexandre-daubois/ember,0.221022
ollama/ollama,netbox-community/netbox-chart,0.156824
ollama/ollama,thomwebb/gac,0.328938
ollama/ollama,MIERUNE/svelte-maplibre-gl,0.247268
ollama/ollama,Linuxfabrik/monitoring-plugins,0.209819
ollama/ollama,iopsystems/rezolus,0.156073
ollama/ollama,Fu-Jie/openwebui-extensions,0.280594
huggingface/transformers,tensorflow/tensorflow,0.440092
huggingface/transformers,flutter/flutter,0.07856
huggingface/transformers,ollama/ollama,0.168589
huggingface/transformers,huggingface/transformers,1.0
huggingface/transformers,langgenius/dify,0.247045
huggingface/transformers,vercel/next.js,0.060591
huggingface/transformers,open-webui/open-webui,0.195413
huggingface/transformers,langchain-ai/langchain,0.225853
huggingface/transformers,kubernetes/kubernetes,0.051869
huggingface/transformers,supabase/supabase,0.115162
huggingface/transformers,angular/angular,0.121491
huggingface/transformers,pytorch/pytorch,0.372523
huggingface/transformers,fastapi/fastapi,0.243747
huggingface/transformers,ant-design/ant-design,0.07364
huggingface/transformers,django/django,0.212363
huggingface/transformers,opencv/opencv,0.293026
huggingface/transformers,home-assistant/core,0.134814
huggingface/transformers,sveltejs/svelte,0.266907
huggingface/transformers,vllm-project/vllm,0.320562
huggingface/transformers,elastic/elasticsearch,0.106662
huggingface/transformers,grafana/grafana,0.180052
huggingface/transformers,apache/superset,0.45232
huggingface/transformers,pallets/flask,0.230451
huggingface/transformers,ansible/ansible,0.208792
huggingface/transformers,apache/echarts,0.129663
huggingface/transformers,scikit-learn/scikit-learn,0.277425
huggingface/transformers,keras-team/keras,0.404227
huggingface/transformers,prometheus/prometheus,0.083245
huggingface/transformers,commaai/openpilot,0.141955
huggingface/transformers,pocketbase/pocketbase,0.062379
huggingface/transformers,ultralytics/ultralytics,0.414768
huggingface/transformers,appwrite/appwrite,0.065008
huggingface/transformers,vuejs/core,0.262737
huggingface/transformers,expo/expo,0.099521
huggingface/transformers,run-llama/llama_index,0.224179
huggingface/transformers,pandas-dev/pandas,0.139574
huggingface/transformers,hashicorp/terraform,0.22127
huggingface/transformers,prisma/prisma,0.018195
huggingface/transformers,apache/airflow,0.454915
huggingface/transformers,streamlit/streamlit,0.33028
huggingface/transformers,milvus-io/milvus,0.227824
huggingface/transformers,getsentry/sentry,0.152718
huggingface/transformers,apache/spark,0.207472
huggingface/transformers,gradio-app/gradio,0.318353
huggingface/transformers,ray-project/ray,0.294366
huggingface/transformers,HKUDS/nanobot,0.238581
huggingface/transformers,pingcap/tidb,0.133158
huggingface/transformers,facebookresearch/faiss,0.160513
huggingface/transformers,photoprism/photoprism,0.357957
huggingface/transformers,istio/istio,0.122863
huggingface/transformers,duckdb/duckdb,0.05295
huggingface/transformers,docker/compose,-0.033558
huggingface/transformers,typeorm/typeorm,0.007009
huggingface/transformers,jax-ml/jax,0.306189
huggingface/transformers,nextcloud/server,0.184319
huggingface/transformers,PostHog/posthog,0.029924
huggingface/transformers,alibaba/nacos,0.168304
huggingface/transformers,lutzroeder/netron,0.35905
huggingface/transformers,apache/kafka,0.154647
huggingface/transformers,seaweedfs/seaweedfs,0.109052
huggingface/transformers,cockroachdb/cockroach,0.163924
huggingface/transformers,numpy/numpy,0.245794
huggingface/transformers,hasura/graphql-engine,0.087778
huggingface/transformers,qdrant/qdrant,0.241618
huggingface/transformers,openai/openai-python,0.188573
huggingface/transformers,helm/helm,0.131589
huggingface/transformers,academic/awesome-datascience,0.261389
huggingface/transformers,alibaba/spring-cloud-alibaba,0.130191
huggingface/transformers,dmlc/xgboost,0.254613
huggingface/transformers,chroma-core/chroma,0.103463
huggingface/transformers,langfuse/langfuse,0.309891
huggingface/transformers,apache/flink,0.165975
huggingface/transformers,mlflow/mlflow,0.360538
huggingface/transformers,pulumi/pulumi,0.117016
huggingface/transformers,clockworklabs/SpacetimeDB,0.034054
huggingface/transformers,PaddlePaddle/Paddle,0.451503
huggingface/transformers,volcengine/OpenViking,0.287982
huggingface/transformers,Tencent/ncnn,0.331584
huggingface/transformers,phoenixframework/phoenix,0.223461
huggingface/transformers,argoproj/argo-cd,0.097338
huggingface/transformers,matplotlib/matplotlib,0.153512
huggingface/transformers,jaegertracing/jaeger,0.128208
huggingface/transformers,jhipster/generator-jhipster,0.113701
huggingface/transformers,prefecthq/prefect,0.206494
huggingface/transformers,elastic/kibana,0.03048
huggingface/transformers,microsoft/onnxruntime,0.368972
huggingface/transformers,baidu/amis,0.192994
huggingface/transformers,tursodatabase/turso,0.011184
huggingface/transformers,screenpipe/screenpipe,0.278702
huggingface/transformers,plotly/plotly.py,0.174976
huggingface/transformers,microsoft/LightGBM,0.223063
huggingface/transformers,rqlite/rqlite,0.055634
huggingface/transformers,weaviate/weaviate,0.210712
huggingface/transformers,apache/doris,0.41566
huggingface/transformers,jupyterlab/jupyterlab,0.220671
huggingface/transformers,apexcharts/apexcharts.js,0.073036
huggingface/transformers,ktorio/ktor,0.123469
huggingface/transformers,jupyter/notebook,0.203087
huggingface/transformers,encode/starlette,0.229898
huggingface/transformers,StarRocks/starrocks,0.048259
huggingface/transformers,get-convex/convex-backend,0.143249
huggingface/transformers,misskey-dev/misskey,0.168336
huggingface/transformers,frappe/frappe,0.264495
huggingface/transformers,openebs/openebs,0.058786
huggingface/transformers,hicccc77/WeFlow,0.161136
huggingface/transformers,apache/seatunnel,0.281642
huggingface/transformers,databendlabs/databend,0.054755
huggingface/transformers,modelscope/modelscope,0.554941
huggingface/transformers,dropwizard/dropwizard,0.138614
huggingface/transformers,webstudio-is/webstudio,0.273633
huggingface/transformers,stamparm/maltrail,0.252564
huggingface/transformers,k8sgpt-ai/k8sgpt,0.198491
huggingface/transformers,chengaopan/AutoMergePublicNodes,0.179893
huggingface/transformers,LearningCircuit/local-deep-research,0.26229
huggingface/transformers,woodpecker-ci/woodpecker,0.117809
huggingface/transformers,TagStudioDev/TagStudio,0.18711
huggingface/transformers,databasus/databasus,0.04939
huggingface/transformers,nesquena/hermes-webui,0.210853
huggingface/transformers,farm-fe/farm,0.109765
huggingface/transformers,home-assistant/frontend,0.226245
huggingface/transformers,osaurus-ai/osaurus,0.168072
huggingface/transformers,floci-io/floci,0.074321
huggingface/transformers,metalbear-co/mirrord,0.152947
huggingface/transformers,sacridini/Awesome-Geospatial,0.091782
huggingface/transformers,Mai-with-u/MaiBot,0.353384
huggingface/transformers,clidey/whodb,0.066336
huggingface/transformers,Tracer-Cloud/opensre,0.189614
huggingface/transformers,pytorch/executorch,0.309222
huggingface/transformers,EasyCorp/EasyAdminBundle,0.008492
huggingface/transformers,SwanHubX/SwanLab,0.382351
huggingface/transformers,IBM/mcp-context-forge,0.147655
huggingface/transformers,web-infra-dev/rsbuild,0.140801
huggingface/transformers,metorial/metorial,0.191758
huggingface/transformers,langwatch/langwatch,0.229021
huggingface/transformers,neomjs/neo,0.183892
huggingface/transformers,TableProApp/TablePro,0.024298
huggingface/transformers,hosseinmoein/DataFrame,0.317864
huggingface/transformers,av/harbor,0.086329
huggingface/transformers,patrick-kidger/equinox,0.26575
huggingface/transformers,ZSeven-W/openpencil,0.163134
huggingface/transformers,superplanehq/superplane,0.124158
huggingface/transformers,schultek/jaspr,0.079898
huggingface/transformers,kubenav/kubenav,0.001036
huggingface/transformers,apioo/fusio,0.186827
huggingface/transformers,openhab/openhab-addons,0.112594
huggingface/transformers,KudoAI/chatgpt.js,0.191955
huggingface/transformers,ezshine/AwesomeSites,0.113314
huggingface/transformers,Nano-Collective/nanocoder,0.207254
huggingface/transformers,NeptuneHub/AudioMuse-AI,0.243811
huggingface/transformers,userfrosting/UserFrosting,0.078451
huggingface/transformers,apache/solr,0.328676
huggingface/transformers,EnzymeAD/Enzyme,0.269691
huggingface/transformers,TailGrids/tailgrids,0.05155
huggingface/transformers,mkubaczyk/helmsman,0.148236
huggingface/transformers,serversideup/spin,0.003691
huggingface/transformers,kimdre/doco-cd,0.046029
huggingface/transformers,kube-green/kube-green,0.055638
huggingface/transformers,jsxgraph/jsxgraph,0.133203
huggingface/transformers,t8y2/dbx,0.038176
huggingface/transformers,yjl9903/AnimeGarden,0.1991
huggingface/transformers,ppy/osu-web,0.182314
huggingface/transformers,OSGeo/grass,0.259531
huggingface/transformers,rzru/nightingale,0.35959
huggingface/transformers,apache/ofbiz-framework,0.372212
huggingface/transformers,EhTagTranslation/Database,0.238674
huggingface/transformers,howie6879/weekly,0.065176
huggingface/transformers,xiaoiver/infinite-canvas-tutorial,0.145775
huggingface/transformers,SemiAnalysisAI/InferenceX,0.291548
huggingface/transformers,yegor256/takes,0.162691
huggingface/transformers,ArcadeData/arcadedb,0.139756
huggingface/transformers,ENTERPILOT/GoModel,0.157599
huggingface/transformers,bjw-s-labs/home-ops,0.131065
huggingface/transformers,bgauryy/octocode-mcp,0.265594
huggingface/transformers,superiorlu/AITreasureBox,0.337949
huggingface/transformers,openyak/openyak,0.284574
huggingface/transformers,rcarmo/piclaw,0.24548
huggingface/transformers,adriannovegil/awesome-observability,0.076484
huggingface/transformers,flamego/flamego,0.124582
huggingface/transformers,kviklet/kviklet,0.021234
huggingface/transformers,suyoumo/ClawProBench,0.168845
huggingface/transformers,GeminiLight/MindOS,0.176058
huggingface/transformers,kurtosis-tech/kurtosis,0.145059
huggingface/transformers,mx-space/core,0.16291
huggingface/transformers,henrydaum/second-brain,0.255575
huggingface/transformers,flaviuse/mern-authentication,0.022519
huggingface/transformers,D-Sketon/hexo-theme-reimu,0.180159
huggingface/transformers,FrancescoXX/rustcrab,0.104664
huggingface/transformers,violit-dev/violit,0.337824
huggingface/transformers,cyhhao/vibe-remote,0.236439
huggingface/transformers,aree6/LiftShift,0.135206
huggingface/transformers,ILoveBingLu/CipherTalk,0.201331
huggingface/transformers,buroa/k8s-gitops,0.164465
huggingface/transformers,vellum-ai/vellum-assistant,0.16962
huggingface/transformers,alexandre-daubois/ember,0.183518
huggingface/transformers,netbox-community/netbox-chart,0.150185
huggingface/transformers,thomwebb/gac,0.144028
huggingface/transformers,MIERUNE/svelte-maplibre-gl,0.198092
huggingface/transformers,Linuxfabrik/monitoring-plugins,0.167558
huggingface/transformers,iopsystems/rezolus,0.119778
huggingface/transformers,Fu-Jie/openwebui-extensions,0.238727
langgenius/dify,tensorflow/tensorflow,0.393498
langgenius/dify,flutter/flutter,0.304483
langgenius/dify,ollama/ollama,0.371676
langgenius/dify,huggingface/transformers,0.247045
langgenius/dify,langgenius/dify,1.0
langgenius/dify,vercel/next.js,0.314085
langgenius/dify,open-webui/open-webui,0.47831
langgenius/dify,langchain-ai/langchain,0.640087
langgenius/dify,kubernetes/kubernetes,0.407211
langgenius/dify,supabase/supabase,0.326104
langgenius/dify,angular/angular,0.374968
langgenius/dify,pytorch/pytorch,0.284396
langgenius/dify,fastapi/fastapi,0.467699
langgenius/dify,ant-design/ant-design,0.373445
langgenius/dify,django/django,0.206895
langgenius/dify,opencv/opencv,0.222919
langgenius/dify,home-assistant/core,0.29493
langgenius/dify,sveltejs/svelte,0.289115
langgenius/dify,vllm-project/vllm,0.406163
langgenius/dify,elastic/elasticsearch,0.183676
langgenius/dify,grafana/grafana,0.342918
langgenius/dify,apache/superset,0.148949
langgenius/dify,pallets/flask,0.247349
langgenius/dify,ansible/ansible,0.381811
langgenius/dify,apache/echarts,0.219159
langgenius/dify,scikit-learn/scikit-learn,0.335247
langgenius/dify,keras-team/keras,0.204406
langgenius/dify,prometheus/prometheus,0.377328
langgenius/dify,commaai/openpilot,0.401466
langgenius/dify,pocketbase/pocketbase,0.39325
langgenius/dify,ultralytics/ultralytics,0.368199
langgenius/dify,appwrite/appwrite,0.405378
langgenius/dify,vuejs/core,0.374357
langgenius/dify,expo/expo,0.282353
langgenius/dify,run-llama/llama_index,0.507513
langgenius/dify,pandas-dev/pandas,0.183131
langgenius/dify,hashicorp/terraform,0.350147
langgenius/dify,prisma/prisma,0.300601
langgenius/dify,apache/airflow,0.299228
langgenius/dify,streamlit/streamlit,0.436469
langgenius/dify,milvus-io/milvus,0.393401
langgenius/dify,getsentry/sentry,0.36433
langgenius/dify,apache/spark,0.138421
langgenius/dify,gradio-app/gradio,0.396542
langgenius/dify,ray-project/ray,0.315776
langgenius/dify,HKUDS/nanobot,0.618854
langgenius/dify,pingcap/tidb,0.416019
langgenius/dify,facebookresearch/faiss,0.080858
langgenius/dify,photoprism/photoprism,0.477286
langgenius/dify,istio/istio,0.428523
langgenius/dify,duckdb/duckdb,0.335298
langgenius/dify,docker/compose,0.230036
langgenius/dify,typeorm/typeorm,0.278476
langgenius/dify,jax-ml/jax,0.335559
langgenius/dify,nextcloud/server,0.454639
langgenius/dify,PostHog/posthog,0.410051
langgenius/dify,alibaba/nacos,0.506189
langgenius/dify,lutzroeder/netron,0.377256
langgenius/dify,apache/kafka,0.323421
langgenius/dify,seaweedfs/seaweedfs,0.278773
langgenius/dify,cockroachdb/cockroach,0.254222
langgenius/dify,numpy/numpy,0.325635
langgenius/dify,hasura/graphql-engine,0.285707
langgenius/dify,qdrant/qdrant,0.351768
langgenius/dify,openai/openai-python,0.316812
langgenius/dify,helm/helm,0.291556
langgenius/dify,academic/awesome-datascience,0.390217
langgenius/dify,alibaba/spring-cloud-alibaba,0.367333
langgenius/dify,dmlc/xgboost,0.249249
langgenius/dify,chroma-core/chroma,0.471716
langgenius/dify,langfuse/langfuse,0.507628
langgenius/dify,apache/flink,0.1071
langgenius/dify,mlflow/mlflow,0.597032
langgenius/dify,pulumi/pulumi,0.522192
langgenius/dify,clockworklabs/SpacetimeDB,0.382077
langgenius/dify,PaddlePaddle/Paddle,0.35066
langgenius/dify,volcengine/OpenViking,0.410248
langgenius/dify,Tencent/ncnn,0.291716
langgenius/dify,phoenixframework/phoenix,0.570282
langgenius/dify,argoproj/argo-cd,0.353664
langgenius/dify,matplotlib/matplotlib,0.220062
langgenius/dify,jaegertracing/jaeger,0.304242
langgenius/dify,jhipster/generator-jhipster,0.396701
langgenius/dify,prefecthq/prefect,0.57908
langgenius/dify,elastic/kibana,0.136232
langgenius/dify,microsoft/onnxruntime,0.227471
langgenius/dify,baidu/amis,0.444597
langgenius/dify,tursodatabase/turso,0.21004
langgenius/dify,screenpipe/screenpipe,0.388189
langgenius/dify,plotly/plotly.py,0.320618
langgenius/dify,microsoft/LightGBM,0.182355
langgenius/dify,rqlite/rqlite,0.275946
langgenius/dify,weaviate/weaviate,0.262459
langgenius/dify,apache/doris,0.163469
langgenius/dify,jupyterlab/jupyterlab,0.367329
langgenius/dify,apexcharts/apexcharts.js,0.191525
langgenius/dify,ktorio/ktor,0.321669
langgenius/dify,jupyter/notebook,0.318132
langgenius/dify,encode/starlette,0.403666
langgenius/dify,StarRocks/starrocks,0.229122
langgenius/dify,get-convex/convex-backend,0.261114
langgenius/dify,misskey-dev/misskey,0.441204
langgenius/dify,frappe/frappe,0.435462
langgenius/dify,openebs/openebs,0.31553
langgenius/dify,hicccc77/WeFlow,0.275265
langgenius/dify,apache/seatunnel,0.354413
langgenius/dify,databendlabs/databend,0.460122
langgenius/dify,modelscope/modelscope,0.375294
langgenius/dify,dropwizard/dropwizard,0.317845
langgenius/dify,webstudio-is/webstudio,0.475021
langgenius/dify,stamparm/maltrail,0.32265
langgenius/dify,k8sgpt-ai/k8sgpt,0.535544
langgenius/dify,chengaopan/AutoMergePublicNodes,0.423575
langgenius/dify,LearningCircuit/local-deep-research,0.370708
langgenius/dify,woodpecker-ci/woodpecker,0.383622
langgenius/dify,TagStudioDev/TagStudio,0.434121
langgenius/dify,databasus/databasus,0.265056
langgenius/dify,nesquena/hermes-webui,0.410333
langgenius/dify,farm-fe/farm,0.364341
langgenius/dify,home-assistant/frontend,0.454894
langgenius/dify,osaurus-ai/osaurus,0.373178
langgenius/dify,floci-io/floci,0.433857
langgenius/dify,metalbear-co/mirrord,0.472698
langgenius/dify,sacridini/Awesome-Geospatial,0.0586
langgenius/dify,Mai-with-u/MaiBot,0.342503
langgenius/dify,clidey/whodb,0.460237
langgenius/dify,Tracer-Cloud/opensre,0.430066
langgenius/dify,pytorch/executorch,0.433432
langgenius/dify,EasyCorp/EasyAdminBundle,0.2152
langgenius/dify,SwanHubX/SwanLab,0.479383
langgenius/dify,IBM/mcp-context-forge,0.437957
langgenius/dify,web-infra-dev/rsbuild,0.445616
langgenius/dify,metorial/metorial,0.580403
langgenius/dify,langwatch/langwatch,0.644892
langgenius/dify,neomjs/neo,0.455325
langgenius/dify,TableProApp/TablePro,0.253423
langgenius/dify,hosseinmoein/DataFrame,0.208624
langgenius/dify,av/harbor,0.459363
langgenius/dify,patrick-kidger/equinox,0.180846
langgenius/dify,ZSeven-W/openpencil,0.411833
langgenius/dify,superplanehq/superplane,0.505474
langgenius/dify,schultek/jaspr,0.332283
langgenius/dify,kubenav/kubenav,0.269801
langgenius/dify,apioo/fusio,0.471326
langgenius/dify,openhab/openhab-addons,0.388753
langgenius/dify,KudoAI/chatgpt.js,0.461372
langgenius/dify,ezshine/AwesomeSites,0.246724
langgenius/dify,Nano-Collective/nanocoder,0.442566
langgenius/dify,NeptuneHub/AudioMuse-AI,0.356215
langgenius/dify,userfrosting/UserFrosting,0.305822
langgenius/dify,apache/solr,0.124408
langgenius/dify,EnzymeAD/Enzyme,0.203211
langgenius/dify,TailGrids/tailgrids,0.207022
langgenius/dify,mkubaczyk/helmsman,0.207941
langgenius/dify,serversideup/spin,0.373635
langgenius/dify,kimdre/doco-cd,0.399159
langgenius/dify,kube-green/kube-green,0.373017
langgenius/dify,jsxgraph/jsxgraph,0.08827
langgenius/dify,t8y2/dbx,0.345208
langgenius/dify,yjl9903/AnimeGarden,0.440233
langgenius/dify,ppy/osu-web,0.404993
langgenius/dify,OSGeo/grass,0.297093
langgenius/dify,rzru/nightingale,0.264009
langgenius/dify,apache/ofbiz-framework,0.185939
langgenius/dify,EhTagTranslation/Database,0.440998
langgenius/dify,howie6879/weekly,0.249238
